,BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
0,and,solid collar neck viscose womens regular jumpsuits - navy,"Size:8,10,12,14,16","Rs
3699",2959,20% off,Westernwear-Women
1,and,solid v-neck polyester womens evening dress - peach,"Size:8,10,12,14,16,18","Rs
1999",999,50% off,Westernwear-Women
2,vero moda,textured cotton round neck womens top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2599",1559,40% off,Westernwear-Women
3,zink london,printed rayon womens shift dress - blue,"Size:Large,Small","Rs
2699",1079,60% off,Westernwear-Women
4,zink london,solid viscose blend round neck womens top - mustard,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1699",1019,40% off,Westernwear-Women
5,zink london,printed viscose round neck womens dress - green,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2699",1349,50% off,Westernwear-Women
6,insense,womens  round neck  printed t-shirt - grey melange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
499",249,50% off,Westernwear-Women
7,infuse,printed round neck cotton womens regular fit nighty - grey melange,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
899",359,60% off,Westernwear-Women
8,spykar,regular fit regular cotton lycra womens jeans - white,"Size:26,28,30,32,34,36",Nan,2699,Nan,Westernwear-Women
9,zink london,solid cowl neck polyester blend womens jacket - blue,"Size:Medium,X-Large","Rs
3999",1599,60% off,Westernwear-Women
10,faballey,floral v neck georgette womens regular top - brown,Size:Small,"Rs
1600",800,50% off,Westernwear-Women
11,only,placement print cotton round neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1079,40% off,Westernwear-Women
12,stop,solid polyester blend round neck womens regular top - dusty pink,"Size:Small,XX-Large","Rs
999",499,50% off,Westernwear-Women
13,latin quarters,womens zip through neck lace jacket - ivory,Size:X-Small,"Rs
1999",799,60% off,Westernwear-Women
14,faballey,animal print viscose v neck womens mini dress - natural,"Size:Large,Medium,Small","Rs
1800",900,50% off,Westernwear-Women
15,zink london,solid polyester v neck womens dress - blue,"Size:Large,X-Large,XX-Large","Rs
2299",1379,40% off,Westernwear-Women
16,109f,womens round neck solid high low top - black,"Size:Large,Medium,Small,X-Large","Rs
1199",479,60% off,Westernwear-Women
17,vero moda,solid sleeveless viscose womens jumpsuits - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3299",1649,50% off,Westernwear-Women
18,faballey,solid sleeveless crepe womens regular length jumpsuit - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2200",1760,20% off,Westernwear-Women
19,vero moda,textured cotton square neck womens top - yellow,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2599",1819,30% off,Westernwear-Women
20,levis,relaxed regular cotton blend women jeans - black,"Size:26,28,30,32",Nan,3699,Nan,Westernwear-Women
21,van heusen,printed v-neck modal womens fit and flare dress - light blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3299",1499,55% off,Westernwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Westernwear-Women
23,and,womens fit and flare v neck floral printed asymmetrical dress - cream,Size:8,"Rs
3499",1749,50% off,Westernwear-Women
24,enamor,cotton blend fleece womens active wear track pants - charcoal,"Size:XL,Large,Medium,Small,XX-Large","Rs
1599",1119,30% off,Westernwear-Women
25,zink z,solid cotton hood womens sweatshirt - white,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1999,Nan,Westernwear-Women
0,global desi,womens geometric v-neck fit and flare top - natural,"Size:XL,Large,Medium,X-Small,XX-Large","Rs
1999",999,50% off,Westernwear-Women
1,adidas,printed crew neck cotton womens t-shirt - green,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",1259,30% off,Westernwear-Women
2,vero moda,printed square neck viscose womens  dresses - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
3499",2099,40% off,Westernwear-Women
3,kraus,clean look cotton skinny fit womens jeans - blue,"Size:28,30,32,34,36,38","Rs
2095",1466,30% off,Westernwear-Women
4,only,all over print viscose collar neck womens casual shirt - white,"Size:34,36,38,40,42","Rs
2499",1749,30% off,Westernwear-Women
5,faballey,crepe sleeveless v neck womens regular length jumpsuit - green,"Size:Large,Medium,Small","Rs
2200",1760,20% off,Westernwear-Women
6,faballey,floral collar neck georgette womens a-line dress - white,"Size:Medium,Small,X-Small","Rs
2450",1960,20% off,Westernwear-Women
7,kami kubi,solid cotton round neck womens a line top - blue,"Size:Large,Medium,Small,X-Small","Rs
1399",629,55% off,Westernwear-Women
8,life,printed polyester blend round neck womens regular fit dress - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
9,latin quarters,solid round neck polyester womens regular fit dress - blue,"Size:S,M,L","Rs
2499",799,68% off,Westernwear-Women
10,zink london,floral polyester round neck womens top - off white,"Size:Large,Medium,Small,X-Large","Rs
1599",959,40% off,Westernwear-Women
11,crimsoune club,womens slim fit solid shirt - red,"Size:Large,Medium,X-Large","Rs
1299",649,50% off,Westernwear-Women
12,zink london,lace polyester round neck womens straight fit top - blue,"Size:Large,Medium,X-Large","Rs
1499",399,73% off,Westernwear-Women
13,zink london,structured off shoulder polyester womens jumpsuits - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2899",1159,60% off,Westernwear-Women
14,and,printed viscose round neck womens pullover - black,"Size:8,12,14,16,18","Rs
1999",999,50% off,Westernwear-Women
15,latin quarters,solid off shoulder cotton nylon womens a-line dress - pink,"Size:S,M,X-Small","Rs
2399",799,67% off,Westernwear-Women
16,rare,half sleeves regular fit womens casual dress - coral,"Size:Large,Medium,Small","Rs
1899",854,55% off,Westernwear-Women
17,and,solid shirt collar womens casual dress - light blue,"Size:8,12,14","Rs
3499",1749,50% off,Westernwear-Women
18,zink london,structured polyester high neck womens straight top - yellow,"Size:Large,Small,X-Small","Rs
1799",719,60% off,Westernwear-Women
19,and,solid round neck womens evening dress - sage,"Size:8,10,14","Rs
2999",1499,50% off,Westernwear-Women
20,latin quarters,solid cotton mandarin womens regular dress - maroon,"Size:S,M","Rs
2399",799,67% off,Westernwear-Women
21,infuse,solid cotton round neck womens regular fit t-shirt - navy,"Size:Large,Medium","Rs
399",199,50% off,Westernwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Westernwear-Women
23,and,solid polyester v neck womens regular top - black,"Size:6,8,10,12,14,16,18","Rs
1599",1279,20% off,Westernwear-Women
24,only,solid linen round neck womens t-shirt - pink,"Size:Large,Small,X-Large","Rs
1699",849,50% off,Westernwear-Women
25,stop,jacquard open neck acrylic womens poncho - black,"Size:Large/X-Large,Small/Medium","Rs
2299",1149,50% off,Westernwear-Women
0,only,self design cotton womens sweater - pink,"Size:34,36,38,40,42","Rs
2299",1149,50% off,Westernwear-Women
1,sera,printed sweetheart neck polyester womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
1998",799,60% off,Westernwear-Women
2,fratini,solid polyester round neck womens regular top - wine,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1299",649,50% off,Westernwear-Women
3,zink london,regular fit regular length polyester womens party wear skirt - pink,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
2199",1319,40% off,Westernwear-Women
4,life,printed jersey round neck womens t-shirt - lilac,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
5,life,womens knitted casual socks - white,Nan,Nan,99,Nan,Westernwear-Women
6,adidas,solid regular fit polyester womens active wear shorts - red,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1799",899,50% off,Westernwear-Women
7,van heusen,cotton slim fit womens athleisure t-shirt - black,"Size:Large,Medium,Small,X-Large,XX-Large",Nan,479,Nan,Westernwear-Women
8,van heusen,printed polyester asymmetric womens top - black,"Size:Large,Medium,Small,X-Large,X-Small",Nan,1499,Nan,Westernwear-Women
9,faballey,embellished georgette halter neck womens regular top - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1500",1200,20% off,Westernwear-Women
10,life,regular fit ankle length cotton lycra womens denim - mid stone,"Size:26,28,30,32,34,36","Rs
1699",849,50% off,Westernwear-Women
11,van heusen,printed v-neck polyester womens top - navy,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1699",999,41% off,Westernwear-Women
12,latin quarters,dyed v-neck polyester womens regular dress - ivory,"Size:S,M,L,X-Small","Rs
1999",799,60% off,Westernwear-Women
13,indya,printed georgette off shoulder womens regular top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1600",1280,20% off,Westernwear-Women
14,dolce crudo,solid fleece round neck womens sweatshirt - rust,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2399",959,60% off,Westernwear-Women
15,magre,printed georgette v neck womens top - blue,"Size:Large,Medium,Small,X-Small","Rs
1690",1098,35% off,Westernwear-Women
16,travel blue,unisex shielded face mask - black,Nan,Nan,149,Nan,Westernwear-Women
17,kraus,skinny ankle length cotton blend womens jeans - olive,"Size:28,30,32,34,36,38","Rs
1895",1705,10% off,Westernwear-Women
18,is.u,womens grey deconstructed long jacket - grey,"Size:Large,Medium,Small,X-Large","Rs
3290",1645,50% off,Westernwear-Women
19,latin quarters,dyed off shoulder polyester blend womens regular dress - black,"Size:S,M,L,XL,XX-Large",Nan,2999,Nan,Westernwear-Women
20,zink london,floral cotton square neck womens top - white,"Size:Large,Medium,Small,X-Large","Rs
1499",749,50% off,Westernwear-Women
21,latin quarters,solid round neck polyester womens longline dress - blue,"Size:S,M,L,XL,XX-Large","Rs
2699",1349,50% off,Westernwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Westernwear-Women
23,dolce crudo,womens regular fit heart of darkness skinny jeans navy blue - navy,"Size:26,28,30,32,34","Rs
2399",959,60% off,Westernwear-Women
24,life,abstract round neck terry womens sweatshirt - grey melange,"Size:Large,Medium,Small,X-Large,X-Small","Rs
999",499,50% off,Westernwear-Women
25,dolce crudo,womens over the knee denim skirt - black,"Size:26,28,30,32,34","Rs
2699",1079,60% off,Westernwear-Women
0,juniper,ethnic motifs boat neck cambric womens anarkali dresses with mask - cream,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
2999",1349,55% off,Westernwear-Women
1,varanga,womens sky blue floral printed puff sleeves crop top with full length placket at back - blue,"Size:Large,Medium,X-Large","Rs
1299",519,60% off,Westernwear-Women
2,latin quarters,printed v neck polyester womens dress - maroon,"Size:S,L","Rs
2899",1449,50% off,Westernwear-Women
3,and,floral viscose womens top - multi,Size:8,"Rs
1899",949,50% off,Westernwear-Women
4,kraus,super skinny fit ankle length cotton blend womens jeans - blue,"Size:28,30,32,36","Rs
1895",947,50% off,Westernwear-Women
5,faballey,floral boat neck georgette womens regular dresses - grey,"Size:X-Large,XXX-Large","Rs
2100",1050,50% off,Westernwear-Women
6,zink london,structured polyester womens casual shrug - grey,Size:Medium,"Rs
1799",719,60% off,Westernwear-Women
7,zink london,solid regular fit polyester womens casual trousers - black,Size:Large,"Rs
1799",719,60% off,Westernwear-Women
8,life,solid polyester blend v-neck womens a-line dress - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1299",649,50% off,Westernwear-Women
9,allen solly,printed rayon v neck womens shirt - teal,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
1999",1499,25% off,Westernwear-Women
10,dolce crudo,solid mock neck fleece womens relaxed dress - black mix,"Size:Large,Medium,Small,X-Small","Rs
2995",1347,55% off,Westernwear-Women
11,latin quarters,dyed collar neck polyester womens regular blouse - blue,"Size:S,M,L,X-Small","Rs
1399",499,64% off,Westernwear-Women
12,only,mid wash cotton straight fit womens jeans - blue,"Size:25,26,27,28,29,30,31,32,33,34","Rs
3499",2449,30% off,Westernwear-Women
13,fratini,regular fit regular length cotton blend womens casual shorts - off white,"Size:26,28,30,32,34,36",Nan,1199,Nan,Westernwear-Women
14,zink london,solid polyester round neck womens dress - natural,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2399",1439,40% off,Westernwear-Women
15,levis,solid cotton collar neck womens casual shirt - white,"Size:Large,Medium,Small,X-Small",Nan,4999,Nan,Westernwear-Women
16,stop,womens skinny fit stripes formal treggings - black,"Size:26,28,30,32,34",Nan,999,Nan,Westernwear-Women
17,vero moda,stripes shirt collar cotton womens casual shirt - blue,"Size:Large,Medium,Small","Rs
2499",1499,40% off,Westernwear-Women
18,altlife,printed cotton regular neck womens t-shirt - white,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large","Rs
499",249,50% off,Westernwear-Women
19,sera,solid sweetheart neck polyester womens fit and flare dress - orange,"Size:Medium,Small","Rs
1494",672,55% off,Westernwear-Women
20,only,solid rayon nylon flared fit womens casual pants - wine,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2499",1999,20% off,Westernwear-Women
21,spykar,regular fit regular cotton lycra womens jeans - carbon,"Size:26,28,30,32,34,36","Rs
1899",1329,30% off,Westernwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Westernwear-Women
23,latin quarters,printed viscose blend v neck womens blouson blouse - natural,"Size:S,M,L,XL","Rs
1399",699,50% off,Westernwear-Women
24,cover story,solid cotton round neck womens sweatshirt - mint,"Size:Large,Medium,Small,X-Large,X-Small","Rs
1790",1074,40% off,Westernwear-Women
25,insense,printed polyester loose fit womens track pants - pink,"Size:Large,Medium,Small","Rs
999",499,50% off,Westernwear-Women
0,faballey,regular fit calf length length net womens casual skirt - red,"Size:Medium,Small,X-Large","Rs
1800",1440,20% off,Westernwear-Women
1,life,printed jersey round neck womens regular fit top - white,"Size:Medium,Small,X-Large,X-Small","Rs
499",249,50% off,Westernwear-Women
2,kraus,solid cotton high neck womens top - lavender,"Size:Large,Medium,Small,X-Small","Rs
999",899,10% off,Westernwear-Women
3,stop,printed polyester satin regular neck womens top - blush,"Size:Large,Medium,Small,X-Large,X-Small,XX-Large",Nan,1299,Nan,Westernwear-Women
4,life,solid polyester collared neck womens regular fit top - white,"Size:Large,Medium,Small,X-Large,X-Small","Rs
899",449,50% off,Westernwear-Women
5,and,solid half sleeves cotton womens ankle length jumpsuit - black,"Size:14,16","Rs
3499",2799,20% off,Westernwear-Women
6,magre,solid sleeveless polyester blend womens regular length jumpsuit - wine,"Size:Large,Medium,Small,X-Small","Rs
3190",1914,40% off,Westernwear-Women
7,only,all over print polyester womens dress - black,"Size:34,36,38,40,42","Rs
3699",2959,20% off,Westernwear-Women
8,faballey,embellished v neck georgette womens regular dresses - blue,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2600",2080,20% off,Westernwear-Women
9,lovegen,womens off shoulder solid shirt dress - coral,Size:Medium,"Rs
1699",339,80% off,Westernwear-Women
10,fratini,embroidered viscose round neck womens regular fit woven top - white,"Size:Large,Medium,Small,X-Large,XX-Large","Rs
1199",599,50% off,Westernwear-Women
11,life,printed cotton round neck womens regular fit top - pink,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
12,sera,printed sweetheart neck polyester womens a-line dress - red,"Size:Large,Medium,Small,X-Large","Rs
1998",799,60% off,Westernwear-Women
13,zink london,embroidered cotton round neck womens straight fit top - black,Size:X-Small,"Rs
1799",499,72% off,Westernwear-Women
14,kraus,solid polyester slim womens casual shorts - navy,"Size:28,30,32,34","Rs
1299",909,30% off,Westernwear-Women
15,ira soleil,solid chiffon collarless womens casual jacket - pink,"Size:Large,Medium,Small,X-Large",Nan,1499,Nan,Westernwear-Women
16,life,printed cotton round neck womens regular t-shirt - black,"Size:Large,Medium,Small,X-Large,X-Small","Rs
599",299,50% off,Westernwear-Women
17,jealous 21,skinny fit ankle length denim womens jeans - dk indigo,"Size:26,28,30,32,34,36",Nan,2499,Nan,Westernwear-Women
18,and,solid round neck cotton womens casual dress - blue,"Size:8,10,12,14,16,22","Rs
1799",899,50% off,Westernwear-Women
19,zink london,solid square neck cotton womens tiered dress - multi,"Size:Large,Medium,Small,X-Large,X-Small","Rs
2699",1079,60% off,Westernwear-Women
20,fratini,solid skinny fit nr roma womens casual pants - peach,"Size:26,28,30,32,34,36","Rs
999",499,50% off,Westernwear-Women
21,levis,womens 5 pocket coated jeans - black,"Size:26,27,28,30,32,34",Nan,2399,Nan,Westernwear-Women
22,Nan,Nan,Nan,Nan,Nan,Nan,Westernwear-Women
